episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
60,1.0,3.199910360937901,0.6830423921311258,0.1704459885735365,-24.065005504835053,0.5,[-24.065005504835053 0.5],0.0,False,True,0.7915529395355052,1,17.709159380834848,772.974,prepare,0.0,0
60,2.0,3.199732793847631,0.6831032114197833,0.18326595495146542,22.544847165359464,2.5,[22.544847165359464 2.5],0.7,False,True,0.7905513581379265,1,17.709159380834848,773.041,in_progress,0.0,0
60,3.0,3.207465883570052,0.6845477042718239,0.4026282077968687,-15.918847179667994,2.5,[-15.918847179667994 2.5],0.728509448152109,False,True,0.834244400456696,1,17.709159380834848,773.115,in_progress,0.0,0
60,4.0,3.230136480347375,0.6869909088728084,0.919855245373947,-30.0,2.070732142772951,[-30.0 2.070732142772951],0.6959844223165867,False,True,0.9622682486513252,1,17.709159380834848,773.178,in_progress,0.0,0
60,5.0,3.2630125021073098,0.6742709014465222,-2.228459850903109,27.67923686686023,1.5718282312372505,[27.67923686686023 1.5718282312372505],0.833565449484205,False,True,1.147802207956497,1,17.709159380834848,773.248,in_progress,0.0,0
60,6.0,3.3142181622333355,0.6636079285446158,-4.29285677532993,-24.191236378819593,2.5,[-24.191236378819593 2.5],0.6793313548344129,False,True,1.4368575513047275,2,17.709159380834848,773.319,in_progress,0.0,0
60,7.0,3.372553944932679,0.6593416002817738,-4.836260707357193,16.016457854934984,2.2855635639755425,[16.016457854934984 2.2855635639755425],0.7047762931839179,False,True,1.7664039226739208,2,17.709159380834848,773.384,in_progress,0.0,0
60,8.0,3.4465845954180656,0.6516643222283004,-5.087931303864954,18.915855686550522,0.562555696097871,[18.915855686550522 0.562555696097871],0.587335384413139,False,True,2.1844288560611504,3,17.709159380834848,773.447,in_progress,0.0,0
60,9.0,3.509300301478514,0.6584357619179946,-2.385031812486942,30.0,2.5,[30.0 2.5],0.6737888503566414,False,True,2.5385612692245965,3,17.709159380834848,773.51,in_progress,0.0,0
60,10.0,3.590280200918502,0.6786018714852858,2.8783942137087815,-30.0,1.9953480115647242,[-30.0 1.9953480115647242],0.9437639720161148,False,True,2.9958832083253064,4,17.709159380834848,773.588,in_progress,0.0,0
60,11.0,3.6689373611569747,0.7052776948466372,7.980588476320476,-30.0,2.5,[-30.0 2.5],0.6770993558963252,False,True,3.4401009614817597,4,17.709159380834848,773.638,in_progress,0.0,0
60,12.0,3.7595253136652764,0.7164414878801616,7.553508730418573,-30.0,2.5,[-30.0 2.5],0.6654143847888907,False,True,3.951656120030206,5,17.709159380834848,773.718,in_progress,0.0,0
60,13.0,3.8510642813374116,0.7125045293059059,4.051997769903015,28.214984450143106,0.5,[28.214984450143106 0.5],0.5445824342461435,False,True,4.468545366249501,5,17.709159380834848,773.775,in_progress,0.0,0
