episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
120,1.0,3.199984441477181,0.6832124754011395,0.2004566439053403,30.0,0.5,[30.0 0.5],0.0,False,True,0.7919743270511225,1,17.709159380834848,1641.331,prepare,0.0,0
120,2.0,3.19981798683675,0.6831551551770477,0.19817729893598915,-2.571600356497612,2.5,[-2.571600356497612 2.5],0.7499457522230547,False,True,0.7910333612538206,1,17.709159380834848,1641.41,in_progress,0.0,0
120,3.0,3.2075473614288845,0.6853400883812545,0.7000055238550161,-30.0,1.6117191451414052,[-30.0 1.6117191451414052],0.8506076128940301,False,True,0.8347187987677229,1,17.709159380834848,1641.465,in_progress,0.0,0
120,4.0,3.2304383331320343,0.680504537302264,-0.5127069721938967,-30.0,1.7660183404807088,[-30.0 1.7660183404807088],0.888709842049668,False,True,0.9639166588631928,1,17.709159380834848,1641.538,in_progress,0.0,0
120,5.0,3.2676075776711055,0.6628038669581279,-4.623310609486922,8.412143786442478,2.3201534709247627,[8.412143786442478 2.3201534709247627],0.728562130063241,False,True,1.1736504718470848,1,17.709159380834848,1641.616,in_progress,0.0,0
120,6.0,3.314614351772346,0.6447778314374965,-7.960167006759886,30.0,2.417052697547718,[30.0 2.417052697547718],0.6595616010526191,False,True,1.4389319230415614,2,17.709159380834848,1641.683,in_progress,0.0,0
120,7.0,3.372063863003362,0.6427934033447318,-6.59568204116355,14.307110217035302,1.715684466845742,[14.307110217035302 1.715684466845742],0.8663241128185066,False,True,1.7636128396770423,2,17.709159380834848,1641.739,in_progress,0.0,0
120,8.0,3.447914743251629,0.6577753329284496,-1.3173678272921854,-7.051072266362361,0.7674985422175589,[-7.051072266362361 0.7674985422175589],0.6649864978385341,False,True,2.1919486771398202,3,17.709159380834848,1641.802,in_progress,0.0,0
120,9.0,3.5141457243535044,0.6713296702240009,2.5293126712290666,-30.0,2.5,[-30.0 2.5],0.6873237403924404,False,True,2.5659511830526123,3,17.709159380834848,1641.875,in_progress,0.0,0
120,10.0,3.602473821569554,0.6767611124013674,2.810442249312685,-30.0,0.5511219096927076,[-30.0 0.5511219096927076],0.5807698268103341,False,True,3.0647339719686277,4,17.709159380834848,1641.937,in_progress,0.0,0
120,11.0,3.6808362814068407,0.6646415431496902,-1.3189663954415718,-30.0,0.5,[-30.0 0.5],0.5552333504807903,False,True,3.507205969118309,4,17.709159380834848,1642.023,in_progress,0.0,0
120,12.0,3.7506670534781112,0.6450610021013209,-5.327583629328706,11.650783456368849,1.747053727490558,[11.650783456368849 1.747053727490558],0.8764123886742989,False,True,3.901484703612876,5,17.709159380834848,1642.089,in_progress,0.0,0
120,13.0,3.812018259468112,0.630501593274792,-7.196846721467234,30.0,0.5,[30.0 0.5],0.5193395144211146,False,True,4.247899407694112,5,17.709159380834848,1642.143,in_progress,0.0,0
120,14.0,3.874943872844674,0.6295759719552351,-5.683114094673358,-1.796197634165253,2.4314828676885885,[-1.796197634165253 2.4314828676885885],0.6933447456489911,False,True,4.6032256331587025,5,17.709159380834848,1642.218,in_progress,0.0,0
120,15.0,3.9442080336984837,0.6291350255017206,-4.425340066320265,7.617228119995538,1.7016413148989915,[7.617228119995538 1.7016413148989915],0.8682668347918453,False,True,4.994345289316503,6,17.709159380834848,1642.287,in_progress,0.0,0
120,16.0,4.035276416910597,0.6330213429367434,-2.068476058752532,30.0,1.3060925321656112,[30.0 1.3060925321656112],0.723426531226195,False,True,5.508597534775886,7,17.709159380834848,1642.364,in_progress,0.0,0
120,17.0,4.118859096220904,0.6506011065781526,2.4784485441784727,-9.2920336270641,2.5,[-9.2920336270641 2.5],0.7153292850130087,False,True,5.980605118573934,7,17.709159380834848,1642.406,in_progress,0.0,0
120,18.0,4.207138985231486,0.6687957260452161,5.601858684882148,-30.0,1.0578130228014693,[-30.0 1.0578130228014693],0.6988517268738222,False,True,6.4791399020902345,8,17.709159380834848,1642.476,in_progress,0.0,0
