episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
0,1.0,3.1999587004468304,0.6830982544586851,0.18156422604290162,-30.0,1.435283325585995,[-30.0 1.435283325585995],0.0,False,True,0.7918269104295722,1,17.709159380834848,9.021,prepare,0.0,0
0,2.0,3.1997327938476117,0.6831032114197831,0.18326595495146542,-13.391250600923875,2.5,[-13.391250600923875 2.5],0.73,False,True,0.7905513581379272,1,17.709159380834848,9.097,in_progress,0.0,0
0,3.0,3.214657682034856,0.6860653070910686,0.8837746608681276,-10.284346561461266,2.5,[-10.284346561461266 2.5],0.7269312967409596,False,True,0.8748547399604517,1,17.709159380834848,9.158,in_progress,0.0,0
0,4.0,3.242915798269025,0.6845184025177815,0.3961610945433225,12.856576401480467,2.5,[12.856576401480467 2.5],0.7286007736368669,False,True,1.0344089777268164,1,17.709159380834848,9.223,in_progress,0.0,0
0,5.0,3.2843826061161154,0.6874555307583098,1.0910289844154917,-12.0203782349382,2.5,[-12.0203782349382 2.5],0.7255838429967063,False,True,1.268588681442704,1,17.709159380834848,9.286,in_progress,0.0,0
0,6.0,3.341365437895524,0.6892088287094879,1.2108663641180324,-14.128092246156982,0.5,[-14.128092246156982 0.5],0.5988347239220786,False,True,1.5903738584601077,2,17.709159380834848,9.36,in_progress,0.0,0
0,7.0,3.4009394183605948,0.6808683850444522,-1.0821469115469677,-30.0,2.350150397894335,[-30.0 2.350150397894335],0.6973690269641715,False,True,1.926721696865066,2,17.709159380834848,9.431000000000001,in_progress,0.0,0
0,8.0,3.470107773607999,0.663605426630694,-4.77771381805202,-17.541263174888588,1.7475968748768143,[-17.541263174888588 1.7475968748768143],0.8961260044772152,False,True,2.3172765216460594,3,17.709159380834848,9.497,in_progress,0.0,0
0,9.0,3.5525188180508405,0.6284549998938501,-10.93069414901553,-1.1715324208489513,2.5,[-1.1715324208489513 2.5],0.692295044369383,False,True,2.7825403959615937,3,17.709159380834848,9.565,in_progress,0.0,0
0,10.0,3.6622821079276626,0.5862398763122094,-15.054384105333597,18.757923513425155,1.7617096310913574,[18.757923513425155 1.7617096310913574],0.8183565784602871,False,True,3.402268900740707,4,17.709159380834848,9.629,in_progress,0.0,0
0,11.0,3.7430277462499664,0.569676901673392,-13.947029759946144,11.52694880696506,2.067113827740633,[11.52694880696506 2.067113827740633],0.6105085494136979,False,True,3.858188015718531,5,17.709159380834848,9.689,in_progress,0.0,0
0,12.0,3.8486252731577006,0.5607707621573301,-10.38225176458841,30.0,2.284483889673059,[30.0 2.284483889673059],0.5711179248317817,False,True,4.454474743173257,5,17.709159380834848,9.756,in_progress,0.0,0
0,13.0,3.9734211728451867,0.5684237230571232,-4.071084354812159,-9.818720409760438,0.7864255709369523,[-9.818720409760438 0.7864255709369523],0.5757133224006199,False,True,5.159186906791871,6,17.709159380834848,9.829,in_progress,0.0,0
0,14.0,4.082384167421649,0.5792477242118741,0.6277371508778755,27.297893647611204,1.2526524910211565,[27.297893647611204 1.2526524910211565],0.6535940752849987,False,True,5.77449984454016,7,17.709159380834848,9.88,in_progress,0.0,0
0,15.0,4.183728621204931,0.5823850991503849,1.1481419705271092,19.456042017795895,2.044697049274921,[19.456042017795895 2.044697049274921],0.623687326841807,False,True,6.3467737763595835,8,17.709159380834848,9.949,in_progress,0.0,0
0,16.0,4.290828775946416,0.597893594025339,4.039708974080665,-30.0,2.5,[-30.0 2.5],0.6099292549384858,False,True,6.951574535008236,8,17.709159380834848,10.037,in_progress,0.0,0
0,17.0,4.399098701145471,0.6146703687350082,5.805100249744796,-11.930707279616712,0.6558541728009097,[-11.930707279616712 0.6558541728009097],0.571465356181617,False,True,7.562986678844258,9,17.709159380834848,10.08,in_progress,0.0,0
0,18.0,4.5154754171271065,0.6159737408495557,3.423992843328297,-15.817184386241118,2.5,[-15.817184386241118 2.5],0.6588266551710975,False,True,8.220146312768694,10,17.709159380834848,10.163,in_progress,0.0,0
0,19.0,4.627142941355599,0.6100216460336052,0.7374833002476202,-12.079456526614202,2.5,[-12.079456526614202 2.5],0.6525351535074477,False,True,8.850693009194236,10,17.709159380834848,10.21,in_progress,0.0,0
0,20.0,4.757276165260379,0.5924298318790467,-3.2308369635227314,30.0,1.3197589217995103,[30.0 1.3197589217995103],0.6839546927715828,False,True,9.58548330439066,11,17.709159380834848,10.282,in_progress,0.0,0
0,21.0,4.8781518404470265,0.5782752302683959,-5.556507332134934,-11.047274312033622,0.5,[-11.047274312033622 0.5],0.49410563259007956,False,True,10.268010223125266,12,17.709159380834848,10.345,in_progress,0.0,0
0,22.0,4.991959447389071,0.559570523917326,-7.327214146773926,30.0,1.6113629216286296,[30.0 1.6113629216286296],0.722262374052296,False,True,10.910617376717122,13,17.709159380834848,10.439,in_progress,0.0,0
0,23.0,5.088855591376025,0.5367672599314854,-9.485864247871952,30.0,0.5,[30.0 0.5],0.3954448290874156,False,True,11.457750325668895,14,17.709159380834848,10.485,in_progress,0.0,0
0,24.0,5.169090699926144,0.5293650714693984,-8.227487217449037,29.788055991563965,2.5,[29.788055991563965 2.5],0.787644517270144,False,True,11.91085077973083,14,17.709159380834848,10.565,in_progress,0.0,0
0,25.0,5.278312378872283,0.5349966418445044,-3.617686938633277,16.20291548344671,2.5,[16.20291548344671 2.5],0.8235222471994432,False,True,12.52761283063673,15,17.709159380834848,10.618,in_progress,0.0,0
0,26.0,5.357615182081161,0.5547510714534161,2.023927103920027,30.0,1.0675569223956574,[30.0 1.0675569223956574],0.5277401018667758,False,True,12.975346023173318,15,17.709159380834848,10.682,in_progress,0.0,0
0,27.0,5.462708284130276,0.5935779140334962,10.720824880963518,27.389235687958866,1.7756139683670908,[27.389235687958866 1.7756139683670908],0.7100579180116565,False,True,13.56836404821773,16,17.709159380834848,10.748,in_progress,0.0,0
0,28.0,5.553956609138538,0.639935244089675,17.513696582379346,-30.0,2.5,[-30.0 2.5],0.9034638860324533,False,True,14.084007586397437,17,17.709159380834848,10.818,in_progress,0.0,0
