episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration,obstacle_crash_counter
80,1.0,3.2000714976388,0.6830522682630479,0.14075501790825265,13.145447570261823,1.1326957483112663,[13.145447570261823 1.1326957483112663],0.0,False,True,0.7924630192451977,1,17.709159380834848,1051.603,prepare,0.0,0
80,2.0,3.199425607227425,0.6828310712295876,0.06279356155773914,-16.419022589232245,1.8551949652210098,[-16.419022589232245 1.8551949652210098],0.9435140627682206,False,True,0.7888118316773014,1,17.709159380834848,1051.66,in_progress,0.0,0
80,3.0,3.207723172612212,0.6832537145275236,0.19067791415298438,-30.0,1.651931833329112,[-30.0 1.651931833329112],0.8628517830949138,False,True,0.8356738798540928,1,17.709159380834848,1051.728,in_progress,0.0,0
80,4.0,3.2307139530675966,0.6742438959206136,-1.9860633097246116,-20.965279826511335,2.3549319796509316,[-20.965279826511335 2.3549319796509316],0.6906319653135591,False,True,0.9654188896426145,1,17.709159380834848,1051.815,in_progress,0.0,0
80,5.0,3.2698433614099205,0.656114497316731,-5.954262584119013,-14.190802289192566,0.7262836881746795,[-14.190802289192566 0.7262836881746795],0.6331065017033859,False,True,1.1862176263428983,1,17.709159380834848,1051.862,in_progress,0.0,0
80,6.0,3.3149240683773837,0.6380835673726966,-8.879057030366047,-13.363872609671855,1.2023074834334042,[-13.363872609671855 1.2023074834334042],0.7331098802247584,False,True,1.4406229409062337,2,17.709159380834848,1051.933,in_progress,0.0,0
80,7.0,3.3637628755558375,0.6174628730366808,-11.827007201662509,30.0,0.5,[30.0 0.5],0.5058114839332348,False,True,1.7167025996833494,2,17.709159380834848,1051.996,in_progress,0.0,0
80,8.0,3.403084291297334,0.6024633959693861,-13.621652577119903,30.0,0.5,[30.0 0.5],0.49005354589377653,False,True,1.938721109159352,2,17.709159380834848,1052.067,in_progress,0.0,0
80,9.0,3.4530629672021225,0.5835460919458868,-15.226898824418951,30.0,0.5,[30.0 0.5],0.47017957195131393,False,True,2.2209133756997295,3,17.709159380834848,1052.121,in_progress,0.0,0
80,10.0,3.4879813868729785,0.5730694819832857,-15.436571839983916,22.77824041167362,0.8633456242600381,[22.77824041167362 0.8633456242600381],0.550007628779251,False,True,2.4180755429669043,3,17.709159380834848,1052.189,in_progress,0.0,0
80,11.0,3.542290212434487,0.5782362116464531,-10.906239818340305,30.0,2.1976483947464587,[30.0 2.1976483947464587],0.5895761850057726,False,True,2.724669371125623,3,17.709159380834848,1052.266,in_progress,0.0,0
80,12.0,3.5961604904056395,0.59636496034204,-4.346749768534785,4.558116428545652,2.5,[4.558116428545652 2.5],0.6585865871795652,False,True,3.028904284631838,4,17.709159380834848,1052.321,in_progress,0.0,0
80,13.0,3.6636951214414593,0.6173377075221316,1.5888956797494544,23.313517563889107,2.136558389180462,[23.313517563889107 2.136558389180462],0.6305772573125246,False,True,3.410313525326425,4,17.709159380834848,1052.392,in_progress,0.0,0
